Topology,Host name,Parallelism Level,"Bandwidth cap (bitrate, Gbps)",Protocol,Packet Loss,Throughput (Gbps)
"star, k=16",h7,4,75,quic,0,82.96937915952999
"star, k=16",h8,1,25,tcp,0,24.999475290207297
"star, k=16",h8,1,50,tcp,0,30.006464846611294
"star, k=16",h8,1,75,tcp,0,29.45900202200598
"star, k=16",h8,2,25,tcp,0,49.9973096058114
"star, k=16",h8,2,50,tcp,0,51.438618415636704
"star, k=16",h8,2,75,tcp,0,52.283301053967
"star, k=16",h8,4,25,tcp,0,91.57550144908059
"star, k=16",h8,4,50,tcp,0,84.04775816834534
"star, k=16",h8,4,75,tcp,0,82.67923482125195
"star, k=16",h8,1,25,udp,4.9176428741319125,2.1615377927102055
"star, k=16",h8,1,50,udp,0.921821844803827,2.375371424002047
"star, k=16",h8,1,75,udp,0.8086883892814438,2.3496048986390816
"star, k=16",h8,2,25,udp,0.429452539349876,4.53214501179957
"star, k=16",h8,2,50,udp,0.31538254141254074,4.557060733418705
"star, k=16",h8,2,75,udp,0.6317101978567834,4.57479174501218
"star, k=16",h8,4,25,udp,2.937943544849685,8.026259281312846
"star, k=16",h8,4,50,udp,0.45483983734284983,8.00563525168173
"star, k=16",h8,4,75,udp,0.42662929545836775,7.821600588901635
"star, k=16",h8,1,25,quic,0,24.999133908110355
"star, k=16",h8,1,50,quic,0,29.524932733729116
"star, k=16",h8,1,75,quic,0,29.67934880911286
"star, k=16",h8,2,25,quic,0,49.987483532478734
"star, k=16",h8,2,50,quic,0,52.14818354693443
"star, k=16",h8,2,75,quic,0,52.630553020276665
"star, k=16",h8,4,25,quic,0,92.4919824667252
"star, k=16",h8,4,50,quic,0,84.18122198009993
"star, k=16",h8,4,75,quic,0,82.24860212580133
"star, k=16",h9,1,25,tcp,0,24.99910720999982
"star, k=16",h9,1,50,tcp,0,29.21704520431914
"star, k=16",h9,1,75,tcp,0,29.914642787651
"star, k=16",h9,2,25,tcp,0,49.76016638788464
"star, k=16",h9,2,50,tcp,0,49.32612292439763
"star, k=16",h9,2,75,tcp,0,49.97262275669707
"star, k=16",h9,4,25,tcp,0,90.6963220698037
"star, k=16",h9,4,50,tcp,0,82.8034569610178
"star, k=16",h9,4,75,tcp,0,82.5227366331668
"star, k=16",h9,1,25,udp,1.0748095726356153,2.2127690883357802
"star, k=16",h9,1,50,udp,0.702064264350294,2.43556564208358
"star, k=16",h9,1,75,udp,0.624203651567519,2.424056844661473
"star, k=16",h9,2,25,udp,0.13168806694036422,4.509830774937575
"star, k=16",h9,2,50,udp,0.9495543924317235,4.640115586260272
"star, k=16",h9,2,75,udp,0.1957126808423546,4.6175021869267505
"star, k=16",h9,4,25,udp,0.8451807629903317,8.30001973173227
"star, k=16",h9,4,50,udp,0.5100907580782237,8.092193566069595
"star, k=16",h9,4,75,udp,0.3059562837610026,8.072723469687606
"star, k=16",h9,1,25,quic,0,24.99710957280434
"star, k=16",h9,1,50,quic,0,29.634770292404703
"star, k=16",h9,1,75,quic,0,29.693091194365323
"star, k=16",h9,2,25,quic,0,49.99646571198755
"star, k=16",h9,2,50,quic,0,52.36942935480047
"star, k=16",h9,2,75,quic,0,51.379381177104136
"star, k=16",h9,4,25,quic,0,91.8796286620668
"star, k=16",h9,4,50,quic,0,83.64489789694645
"star, k=16",h9,4,75,quic,0,83.22854884887566
"star, k=16",h10,1,25,tcp,0,24.999241356635352
"star, k=16",h10,1,50,tcp,0,29.91859345808732
"star, k=16",h10,1,75,tcp,0,29.638761520417265
"star, k=16",h10,2,25,tcp,0,49.99751153799546
"star, k=16",h10,2,50,tcp,0,52.125486771222654
"star, k=16",h10,2,75,tcp,0,51.80232606419282
"star, k=16",h10,4,25,tcp,0,92.02426676891804
"star, k=16",h10,4,50,tcp,0,82.9670267101645
"star, k=16",h10,4,75,tcp,0,82.23665015607409
"star, k=16",h10,1,25,udp,1.0045698282899793,2.2203705819183988
"star, k=16",h10,1,50,udp,2.5791142913733327,2.344970394094817
"star, k=16",h10,1,75,udp,3.336784424884969,2.340032981028492
"star, k=16",h10,2,25,udp,0.1984086808859971,4.633334763400505
"star, k=16",h10,2,50,udp,0.18706473679767247,4.59463847264502
"star, k=16",h10,2,75,udp,8.932078950128254,4.401330491938245
"star, k=16",h10,4,25,udp,0.5535554872102845,8.43197138971988
"star, k=16",h10,4,50,udp,0.25559370579859286,8.064502702759437
"star, k=16",h10,4,75,udp,0.515264798978707,7.8489901625871985
"star, k=16",h10,1,25,quic,0,24.995631782830838
"star, k=16",h10,1,50,quic,0,28.759403097011376
"star, k=16",h10,1,75,quic,0,29.47442204985965
"star, k=16",h10,2,25,quic,0,49.973238602924305
"star, k=16",h10,2,50,quic,0,51.800165611020795
"star, k=16",h10,2,75,quic,0,51.1046870307662
"star, k=16",h10,4,25,quic,0,91.57772531152337
"star, k=16",h10,4,50,quic,0,84.9800248671374
"star, k=16",h10,4,75,quic,0,82.82139449627503
"star, k=16",h11,1,25,tcp,0,24.99825311259948
"star, k=16",h11,1,50,tcp,0,29.572696935857365
"star, k=16",h11,1,75,tcp,0,29.34269072726649
"star, k=16",h11,2,25,tcp,0,49.9403724468102
"star, k=16",h11,2,50,tcp,0,51.853662290119566
"star, k=16",h11,2,75,tcp,0,52.32157379217461
"star, k=16",h11,4,25,tcp,0,91.94544216328853
"star, k=16",h11,4,50,tcp,0,81.41074746755763
"star, k=16",h11,4,75,tcp,0,76.51488836159993
"star, k=16",h11,1,25,udp,8.24021454176464,1.884664887173398
"star, k=16",h11,1,50,udp,6.2417615835748865,2.1618813043772804
"star, k=16",h11,1,75,udp,10.3135000939453,2.2561199176097344
"star, k=16",h11,2,25,udp,0.40344739120919826,4.53416619738647
"star, k=16",h11,2,50,udp,3.630285085555095,4.564204728637616
"star, k=16",h11,2,75,udp,0.19443854083523007,4.60656045444998
"star, k=16",h11,4,25,udp,0.8858554965937873,8.29381890543762
"star, k=16",h11,4,50,udp,0.542939685387146,7.698796823950673
"star, k=16",h11,4,75,udp,0.3837593964502291,8.171903096351945
"star, k=16",h11,1,25,quic,0,24.997848619159697
"star, k=16",h11,1,50,quic,0,29.77248486359008
"star, k=16",h11,1,75,quic,0,29.624361331260832
"star, k=16",h11,2,25,quic,0,49.92670941581326
"star, k=16",h11,2,50,quic,0,50.91634789073925
"star, k=16",h11,2,75,quic,0,51.51539516655728
"star, k=16",h11,4,25,quic,0,90.2660878210863
"star, k=16",h11,4,50,quic,0,82.270798908519
"star, k=16",h11,4,75,quic,0,83.1130227898918
"star, k=16",h12,1,25,tcp,0,24.99788730479405
"star, k=16",h12,1,50,tcp,0,29.488959770992672
"star, k=16",h12,1,75,tcp,0,29.70563301395314
"star, k=16",h12,2,25,tcp,0,49.99292831079863
"star, k=16",h12,2,50,tcp,0,52.46909174106134
"star, k=16",h12,2,75,tcp,0,51.32896174589208
"star, k=16",h12,4,25,tcp,0,91.12232032558745
"star, k=16",h12,4,50,tcp,0,83.2659854734725
"star, k=16",h12,4,75,tcp,0,82.78427747043517
"star, k=16",h12,1,25,udp,0.644983394599672,2.1789923392171002
"star, k=16",h12,1,50,udp,0.5787947735016067,2.387698046277669
"star, k=16",h12,1,75,udp,0.5546842869268546,2.379114905273571
"star, k=16",h12,2,25,udp,2.084483643826925,4.540206289673972
"star, k=16",h12,2,50,udp,0.1553232949158209,4.628516506797782
"star, k=16",h12,2,75,udp,0.2856884142282189,4.579111280416781
"star, k=16",h12,4,25,udp,1.34023580375743,8.18789886731149
"star, k=16",h12,4,50,udp,0.9094990993556323,7.934298358503768
"star, k=16",h12,4,75,udp,0.8011243810926202,8.12036679365897
"star, k=16",h12,1,25,quic,0,24.99784462074909
"star, k=16",h12,1,50,quic,0,29.334706807807635
"star, k=16",h12,1,75,quic,0,29.75745547453238
"star, k=16",h12,2,25,quic,0,49.99720590077786
"star, k=16",h12,2,50,quic,0,51.50673855014372
"star, k=16",h12,2,75,quic,0,54.227858356622704
"star, k=16",h12,4,25,quic,0,89.7988449493845
"star, k=16",h12,4,50,quic,0,85.2388265581602
"star, k=16",h12,4,75,quic,0,82.2435240875556
"star, k=16",h13,1,25,tcp,0,24.99920563917893
"star, k=16",h13,1,50,tcp,0,29.151474363926997
"star, k=16",h13,1,75,tcp,0,29.559631172812516
"star, k=16",h13,2,25,tcp,0,49.99502111989026
"star, k=16",h13,2,50,tcp,0,51.60489384626767
"star, k=16",h13,2,75,tcp,0,51.13356520403855
"star, k=16",h13,4,25,tcp,0,91.94554123646917
"star, k=16",h13,4,50,tcp,0,84.67178653838577
"star, k=16",h13,4,75,tcp,0,83.49557123597484
"star, k=16",h13,1,25,udp,0.6931231312856755,2.1820272980856
"star, k=16",h13,1,50,udp,0.780527552212252,2.3701598196253575
"star, k=16",h13,1,75,udp,1.1260687270952638,2.403045916314007
"star, k=16",h13,2,25,udp,0.6587383723210702,4.60611535843268
"star, k=16",h13,2,50,udp,5.962251256595988,4.4397143572357995
"star, k=16",h13,2,75,udp,0.32724603677471564,4.5985558558406
"star, k=16",h13,4,25,udp,1.872294347190542,8.48824584889139
"star, k=16",h13,4,50,udp,0.3616701469391292,7.966827138886358
"star, k=16",h13,4,75,udp,0.771434092714663,8.09082621557735
"star, k=16",h13,1,25,quic,0,24.99672509163027
"star, k=16",h13,1,50,quic,0,29.49020025249343
"star, k=16",h13,1,75,quic,0,29.638715730761884
"star, k=16",h13,2,25,quic,0,49.93788721046687
"star, k=16",h13,2,50,quic,0,51.926687311385
"star, k=16",h13,2,75,quic,0,52.34258966246413
"star, k=16",h13,4,25,quic,0,91.95034478304201
"star, k=16",h13,4,50,quic,0,82.7943725302108
"star, k=16",h13,4,75,quic,0,82.69664002319671
"star, k=16",h14,1,25,tcp,0,24.9986029763694
"star, k=16",h14,1,50,tcp,0,29.3000876994887
"star, k=16",h14,1,75,tcp,0,29.058392725896052
"star, k=16",h14,2,25,tcp,0,49.96174489493933
"star, k=16",h14,2,50,tcp,0,50.936501063613896
"star, k=16",h14,2,75,tcp,0,52.27961835341078
"star, k=16",h14,4,25,tcp,0,92.47125647716175
"star, k=16",h14,4,50,tcp,0,84.47988032649643
"star, k=16",h14,4,75,tcp,0,81.78084222280884
"star, k=16",h14,1,25,udp,13.803954841984169,1.9598779861504936
"star, k=16",h14,1,50,udp,0.8634823638122746,2.3716073162893485
"star, k=16",h14,1,75,udp,0.6971099447923426,2.389503722924199
"star, k=16",h14,2,25,udp,0.18023709212461733,4.58760316450622
"star, k=16",h14,2,50,udp,0.3595565301788804,4.6044615601475
"star, k=16",h14,2,75,udp,0.1806500220159449,4.6605626293340245
"star, k=16",h14,4,25,udp,0.576188721867541,8.400515437308846
"star, k=16",h14,4,50,udp,0.813855948406565,8.023883243769028
"star, k=16",h14,4,75,udp,4.16187178997857,7.84763616104549
"star, k=16",h14,1,25,quic,0,24.99654655908082
"star, k=16",h14,1,50,quic,0,29.3067284180257
"star, k=16",h14,1,75,quic,0,29.310881625837748
"star, k=16",h14,2,25,quic,0,49.996766702663834
"star, k=16",h14,2,50,quic,0,52.119648254026394
"star, k=16",h14,2,75,quic,0,51.55002984568587
"star, k=16",h14,4,25,quic,0,91.71348626902864
"star, k=16",h14,4,50,quic,0,84.42824869504621
"star, k=16",h14,4,75,quic,0,83.0348571450284
"star, k=16",h15,1,25,tcp,0,24.995878074222922
"star, k=16",h15,1,50,tcp,0,29.961737419620952
"star, k=16",h15,1,75,tcp,0,29.713408791415443
"star, k=16",h15,2,25,tcp,0,49.91100456827753
"star, k=16",h15,2,50,tcp,0,51.720557585350946
"star, k=16",h15,2,75,tcp,0,51.47471943575234
"star, k=16",h15,4,25,tcp,0,89.30342376684801
"star, k=16",h15,4,50,tcp,0,82.31284039816644
"star, k=16",h15,4,75,tcp,0,82.00409121236619
"star, k=16",h15,1,25,udp,2.3788172242710464,2.1827001735011815
"star, k=16",h15,1,50,udp,1.03352010907969,2.326423642452991
"star, k=16",h15,1,75,udp,0.7569718608778647,2.3925452248640213
"star, k=16",h15,2,25,udp,0.5497419568202496,4.555490107435693
"star, k=16",h15,2,50,udp,0.24605343605180313,4.57452175264021
"star, k=16",h15,2,75,udp,0.13706779692607457,4.59498465675288
"star, k=16",h15,4,25,udp,0.4060187636611261,8.629974418953525
"star, k=16",h15,4,50,udp,0.5244886917000324,8.026373547274499
"star, k=16",h15,4,75,udp,0.9335575711959805,7.988179793121088
"star, k=16",h15,1,25,quic,0,24.988124336480436
"star, k=16",h15,1,50,quic,0,29.39118704794321
"star, k=16",h15,1,75,quic,0,29.63529057503647
"star, k=16",h15,2,25,quic,0,49.955869498069575
"star, k=16",h15,2,50,quic,0,52.171307504380856
"star, k=16",h15,2,75,quic,0,50.6252346536105
"star, k=16",h15,4,25,quic,0,91.973671135855
"star, k=16",h15,4,50,quic,0,83.97751505145098
"star, k=16",h15,4,75,quic,0,83.400563348791
"star, k=16",h16,1,25,tcp,0,24.983316785326277
"star, k=16",h16,1,50,tcp,0,29.226875500988356
"star, k=16",h16,1,75,tcp,0,28.82659240131317
"star, k=16",h16,2,25,tcp,0,49.97474278632708
"star, k=16",h16,2,50,tcp,0,52.755616484476356
"star, k=16",h16,2,75,tcp,0,51.20240700108991
"star, k=16",h16,4,25,tcp,0,91.7279147903629
"star, k=16",h16,4,50,tcp,0,82.4665211833069
"star, k=16",h16,4,75,tcp,0,82.35465973511971
"star, k=16",h16,1,25,udp,9.79344073012298,1.9910429019502194
"star, k=16",h16,1,50,udp,0.661459181272763,2.3971446922013318
"star, k=16",h16,1,75,udp,0.8844478238245642,2.354184512018743
"star, k=16",h16,2,25,udp,0.6624761084001416,4.58512993529816
"star, k=16",h16,2,50,udp,1.4934643212072491,4.57442684581474
"star, k=16",h16,2,75,udp,0.3151214238523294,4.627364744356865
"star, k=16",h16,4,25,udp,0.46663691573371624,8.592625260711197
"star, k=16",h16,4,50,udp,0.3864465824705633,8.01135471134722
"star, k=16",h16,4,75,udp,0.5522182614527682,7.98205204484458
"star, k=16",h16,1,25,quic,0,24.997392577138093
"star, k=16",h16,1,50,quic,0,29.289592894299282
"star, k=16",h16,1,75,quic,0,29.449331271518663
"star, k=16",h16,2,25,quic,0,49.94106207405112
"star, k=16",h16,2,50,quic,0,51.41372498169976
"star, k=16",h16,2,75,quic,0,52.56281328388433
"star, k=16",h16,4,25,quic,0,92.00069611168969
"star, k=16",h16,4,50,quic,0,83.26392929178
"star, k=16",h16,4,75,quic,0,79.77690301164391
